NUVA,label,comment,abstract
VAC['0702'],RRBD PRODUCED IN CHO-CELL CHEMICALLY CONJUGATE TO TETANUS TOXOID,"COVID-19 vaccine, protein subunit, conjugated to tetanus toxoid",False
VAC['0703'],ADJUVANTED PROTEIN SUBUNIT (RBD),"COVID-19 vaccine, protein subunit, adjuvanted",False
VAC['0705'],INFLUSPLIT TETRA,Quadrivalent inactivated seasonal influenza vaccine with surface antigens,False
VAC['0706'],FLUZONE QUADRIVALENT,Quadrivalent inactivated seasonal influenza vaccine with surface antigens,False
VAC['0707'],CORONAVIRUS SARS-CoV-2 INACTIVÉ,"COVID-19 vaccine, whole virion inactivated (Vero cell culture)",False
VAC['0708'],CORVAX12,"COVID-19 plasmid DNA vaccine, S-protein with or without the IL-12p70 plasmid combination",False
VAC['0709'],COVI-VAC,"COVID-19 vaccine, live attenuated",False
VAC['0710'],COVID-19 mRNA VACCINE BNT162b2,"COVID-19 mRNA vaccine, initial trade name, adult dosage 30 micrograms",False
VAC['0711'],"Typhoid conjugate vaccine, unspecified",Polysaccharide typhoid conjugate vaccine,True
VAC['0712'],"Typhoid-hepatitis A vaccine, unspecified",Combined typhoid and hepatitis A vaccine,True
VAC['0713'],"Typhoid polysaccharide vaccine, unspecified",Polysaccharide typhoid vaccine (Vi capsular antigen),True
VAC['0714'],"VACCIN CONTRE LA COVID-19 (INACTIVE, AVEC ADJUVANT) VALNEVA","COVID-19 vaccine, whole virion inactivated, adjuvanted with CpG 10183 ! (cytosine phospho-guanine) a) in combination with aluminium hydroxide - Other name: Valneva VLA2001",False
VAC['0715'],ERUCOV-VAC,"COVID-19 vaccine, whole virion inactivated",False
VAC['0716'],SARS-COV-2-RBD-FC FUSION PROTEIN,"COVID-19 vaccine, protein subunit",False
VAC['0717'],CIGB-669,"COVID-19 vaccine, protein subunit (RBD protein + hepatitis B virus core antigen)",False
VAC['0718'],CIGB-66,"COVID-19 vaccine, protein subunit (RBD protein + hepatitis B virus core antigen)",False
VAC['0719'],NANOCOVAX,"COVID-19 vaccine, protein subunit, recombinant spike protein",False
VAC['0720'],S-268019,"COVID-19 vaccine, protein subunit, recombinant spike protein, expressed by baculovirus",False
VAC['0721'],ADIMRSC-2F,"COVID-19 vaccine, protein subunit, aluminium-adjuvanted and non-aluminium-adjuvanted",False
VAC['0722'],COVIGENIX VAX-001,"COVID-19 plasmid DNA vaccine, coding for the nucleocapsid protein",False
VAC['0723'],GLS-5310,COVID-19 plasmid DNA vaccine,False
VAC['0724'],CHULACOV19,"COVID-19 vaccine, mRNA encoding the SARS-CoV-2 spike protein, ongoing clinical trial (encapsulated in a lipid nanoparticle)",False
VAC['0725'],COH04S1,"COVID-19 vaccine, non-replicating modified Vaccinia Virus Ankara vector encoding the SARS-CoV-2 spike protein, containing DNA fragments encoding the spike protein and the nucleocapsid of SARS-CoV-2",False
VAC['0726'],ADCOVID,"COVID-19 vaccine, non-replicating adenoviral vector encoding the SARS-CoV-2 spike protein",False
VAC['0727'],ADCLD-COV19,"COVID-19 vaccine, non-replicating adenovirus 5/35 vector encoding the SARS-CoV-2 spike protein",False
VAC['0728'],aAPC COVID-19 VACCINE,COVID-19 vaccine prepared by applying lentivirus modification with immune modulatory genes and the viral minigenes to the artificial antigen presenting cells (aAPCs),False
VAC['0729'],LV-SMENP-DC vaccine,"COVID-19 vaccine, non-replicating viral vector, with antigen presenting cells. Lentivirus-modified dendritic cells expressing a synthetic minigene based on SARS-CoV-2 viral protein extracts. This vaccine is also administered with recombinant T cells specific for SARS-CoV-2 antigens",False
VAC['0730'],DENDRITIC CELL AV-COVID-19 VACCINE,"COVID-19 vaccine, autologous dendritic cells loaded with antigens from SARS-CoV-2, with or without GM-CSF",False
VAC['0731'],DITANRIX,"Diphtheria vaccine (toxoid, reduced dose) and tetanus vaccine (toxoid), adult dose",False
VAC['0732'],COVAC-1 - COVAC-2,"COVID-19 vaccine, protein subunit, recombinant spike protein, with adjuvant (squalene)",False
VAC['0733'],HEPLISAV-B,"Recombinant hepatitis B vaccine, adult dose",False
VAC['0734'],POLIO BOOSTRIX,"Diphtheria toxoid (low dose), tetanus toxoid, pertussis (multicomponent acellular, 5 components, low dose) and inactivated polio (trivalent) vaccine, adsorbed",False
VAC['0735'],POLIOINFANRIX,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (multicomponent acellular, standard dose) and inactivated polio (trivalent) pediatric vaccine",False
VAC['0736'],TRIAXIS POLIO,"Diphtheria toxoid (low dose), tetanus toxoid, pertussis (multicomponent acellular, 5 components, low dose) and inactivated polio (trivalent) vaccine, adsorbed",False
VAC['0737'],GBP510,"COVID-19 vaccine, protein subunit, recombinant spike protein, with adjuvant (AS03)",False
VAC['0739'],RAZI COV PARS,"COVID-19 vaccine, protein subunit, recombinant spike protein, with adjuvant unspecidfied",False
VAC['0740'],PTX-COVID19-B,"COVID-19 vaccine, mRNA encoding the SARS-CoV-2 spike protein, ongoing clinical trial",False
VAC['0741'],COVID-EVAX,"COVID-19 plasmid DNA vaccine, encoding the Spike protein of SARS-CoV-2",False
VAC['0742'],COVIGEN,COVID-19 plasmid DNA vaccine,False
VAC['0743'],BBV154,"COVID-19 vaccine, non-replicating adenoviral vector encoding the SARS-CoV-2 spike protein",False
VAC['0744'],COVID-19 INACTIVATED VACCINE,"COVID-19 vaccine, whole virion inactivated",False
VAC['0745'],MF59 ADJUVANTED SARS-CoV-2 SCLAMP VACCINE,"COVID-19 vaccine, protein subunit, recombinant spike protein, with adjuvant (squalene)",False
VAC['0752'],COVISHIELD,"COVID-19 vaccine, non-replicating chimpanzee adenoviral vector ChAdOx1 encoding the SARS-CoV-2 spike protein",False
VAC['0753'],INACTIVATED SARS-COV-2 VACCINE FAKHRAVAC (MIVAC),"COVID-19 vaccine, whole virion inactivated",False
VAC['0754'],INACTIVATED KOCAK-19 INAKTIF ADJUVANT COVID-19 VACCINE,"COVID-19 vaccine, whole virion inactivated, adjuvanted (adjuvant unspecified)",False
VAC['0755'],ADJUVANTED INACTIVATED VACCINE AGAINST SARS-CoV-2,"COVID-19 vaccine, whole virion inactivated, adjuvanted (adjuvant : aluminium hydroxide + TLR9 agonist (CpG ODN)",False
VAC['0756'],MV-014-212,"COVID-19 vaccine, live attenuated, expressing the SARS-CoV-2 spike protein",False
VAC['0757'],NBP 2001,"COVID-19 vaccine, protein subunit, recombinant spike protein, with adjuvant (aluminum hydroxide)",False
VAC['0758'],SPFN COVID 19 VACCINE + AFLQ,"COVID-19 vaccine, protein subunit, recombinant spike protein, with adjuvant (AFKQ: liposomal containing saponin QS21)",False
VAC['0759'],EUCORVAC-19,"COVID-19 vaccine, protein subunit, recombinant spike protein, with adjuvant unspecified",False
VAC['0760'],RECOV,"COVID-19 vaccine, protein subunit, recombinant spike protein, with adjuvant unspecified",False
VAC['0761'],V-01,"COVID-19 vaccine, protein subunit, recombinant spike protein, fusion protein",False
VAC['0762'],COV2 SAM (LNP) VACCINE,"COVID-19 vaccine, self-amplifying mRNA (SAM) lipid nanoparticle (LNP) encoding the SARS-CoV-2 spike protein, ongoing clinical trial",False
VAC['0763'],mRNA-1273.351,"COVID-19 vaccine, mRNA encoding the SARS-CoV-2 variant B.1.351 spike protein, ongoing clinical trial (encapsulated in a lipid nanoparticle)",False
VAC['0764'],MRT5500,"COVID-19 vaccine, mRNA encoding the SARS-CoV-2 spike protein, ongoing clinical trial",False
VAC['0765'],DS-5670a,"COVID-19 vaccine, mRNA encoding the SARS-CoV-2 spike protein, ongoing clinical trial",False
VAC['0766'],HDT-301,"COVID-19 vaccine, mRNA encoding the SARS-CoV-2 spike protein, ongoing clinical trial (encapsulated in a lipid nanoparticle)",False
VAC['0767'],ChAdV68 SAM-LNP rS-TCE GRITSTONE ONCOLOGY COVID-19 VACCINE,"COVID-19 vaccine with chimpanzee adenovirus and self-amplifying mRNA: 1. A non-replicating viral vector, chimpanzee adenovirus, serotype 68 (ChAdV68), encoding the spike protein of SARS-CoV-2 (ChAdV68-S) and/or spike protein plus additional SARS-CoV-2 epitopes recognized by T cells (ChAdV68-S-TCE) and 2. A self-amplifying mRNA (SAM) in lipid nanoparticles (SAM-LNP) encoding SARS-CoV-2 spike protein (SAM-S) and/or spike protein plus additional SARS-CoV-2 epitopes recognized by T cells (SAM-S-TCE), SAM vector based on Venezuelan equine encephalitis virus (VEEV)",False
VAC['0768'],COVIVAC,"COVID-19 vaccine, non-replicating Newcastle disease virus vector encoding the SARS-CoV-2 spike protein, with or without CpG 1018 adjuvant",False
VAC['0769'],SC-Ad6-1,"COVID-19 vaccine, non-replicating adenoviral 6 vector encoding the SARS-CoV-2 spike protein",False
VAC['0770'],NDV-HXP-S,"COVID-19 vaccine, replicating Newcastle disease virus vector encoding the SARS-CoV-2 spike protein, with or without CpG 1018 adjuvant",False
VAC['0771'],VBI-2902a,"COVID-19 vaccine, VLP, recombinant spike protein, with adjuvant (aluminum phosphate)",False
VAC['0772'],SARS-CoV-2 VLP Vaccine,"COVID-19 vaccine, VLP, recombinant spike protein, expressed protein of SARS-CoV-2 unspecified, with adjuvants (aluminium of unspecified type + CpGODN-K3, a TLR9 agonist)",False
VAC['0773'],ABNCoV2,"COVID-19 vaccine, VLP, recombinant spike protein, with or without adjuvant MF56 (squalene)",False
VAC['0774'],"FSME-IMMUN 0,25 mL","Tick-borne encephalitis vaccine, whole-virus inactivated, pediatric dose",False
VAC['0775'],"DTwPHib, unspecified","Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (whole-cell inactivated) and Haemophilus influenzae type b (conjugated, unspecified) pediatric vaccine",True
VAC['0776'],TETRABIK,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (multicomponent acellular, standard dose) and inactivated polio (trivalent) pediatric vaccine",False
VAC['0777'],ADJUPANRIX,"Influenza A(H5N1) vaccine (fragmented virion, inactivated, adjuvanted)",False
VAC['0778'],VAXCHORA,Live attenuated cholera vaccine (attenuated V. cholerae strain CVD 103-HgR produced by recombinant DNA technology),False
VAC['0779'],BATREVAC,"Trivalent inactivated seasonal influenza vaccine, surface antigen",False
VAC['0780'],VAXNEUVANCE,"Pneumococcal polysaccharide conjugate vaccine, 15-valent, adsorbed, serotypes 1, 3, 4, 5, 6A, 6B, 7F, 9V, 14, 18C, 19A, 19F, 22F, 23F and 33F",False
VAC['0781'],RABIVAC,"Whole virion inactivated rabies vaccine, Flury LEP strain, purified chick embryo cell vaccine (PCECV), inactivated with ß-propiolactone",False
VAC['0782'],RASILVAX,"Whole virion inactivated rabies vaccine, Flury LEP strain, purified chick embryo cell vaccine (PCECV), inactivated with ß-propiolactone",False
VAC['0783'],R-COVI,"COVID-19 vaccine, non-replicating chimpanzee adenoviral vector ChAdOx1 encoding the SARS-CoV-2 spike protein",False
VAC['0784'],PERTAGEN,"Pertussis (multicomponent acellular, low dose) vaccine",False
VAC['0785'],BOOSTAGEN,"Diphtheria toxoid (low dose), tetanus toxoid and pertussis (multicomponent acellular, low dose) vaccine",False
VAC['0786'],PREVNAR 20,"Pneumococcal polysaccharide conjugate vaccine, 20-valent, adsorbed, serotypes 1, 3, 4, 5, 6A, 6B, 7F, 8, 9V, 10A, 11A, 12F, 14, 15B, 18C, 19A, 19F, 22F, 23F and 33F",False
VAC['0787'],"Diphtheria-Tetanus-Rubella, unspecified","Diphtheria toxoid (unspecified dose), tetanus toxoid and rubella (live attenuated) vaccine",True
VAC['0788'],"Hib-IPV, unspecified","Haemophilus influenzae type b (conjugated, unspecified) and inactivated polio (trivalent) vaccine",True
VAC['0789'],COMVAC4,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (whole-cell inactivated) and hepatitis B (recombinant) pediatric vaccine",False
VAC['0790'],"Diphtheria-Tetanus-Hepatitis B vaccine, unspecified","Diphtheria toxoid (unspecified dose), tetanus toxoid and hepatitis B (recombinant) vaccine",True
VAC['0791'],"Hexavalent vaccine DTPerHibPHepB - Diphtheria-Tetanus-Pertussis-Polio-Hib-Hepatitis B vaccine, unspecified","Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (whole or acellular, unspecified dose), inactivated polio (whole, trivalent), Haemophilus influenzae type b (conjugate, unspecified) and hepatitis B (recombinant) pediatric vaccine",True
VAC['0792'],"Diphtheria-Tetanus-Pertussis-Polio-Hepatitis B pentavalent vaccine, unspecified","Diphtheria toxoid (unspecified dose), tetanus toxoid, pertussis (whole-cell inactivated or acellular, unspecified dose), inactivated polio (trivalent) and hepatitis B (recombinant) vaccine",True
VAC['0793'],TETADIF,Diphtheria toxoid (low dose) and tetanus toxoid vaccine,False
VAC['0794'],"T-igT, unspecified",Tetanus toxoid vaccine combined with anti-tetanus immunoglobulin,True
VAC['0795'],"Acellular pertussis vaccine, unspecified","Pertussis (acellular, unspecified dose) vaccine",True
VAC['0796'],"Pertussis vaccine, unspecified",Pertussis vaccine (acellular or whole-cell inactivated),True
VAC['0797'],"Diph-T-aP/ap, unspecified","Diphtheria toxoid (unspecified dose), tetanus toxoid and pertussis (acellular, unspecified dose) vaccine",True
VAC['0798'],"Hib-MeningoC vaccine, unspecified","Haemophilus influenzae type b and meningococcal conjugate vaccine, serogroup C",True
VAC['0799'],"DT-Hib vaccine, unspecified","Diphtheria toxoid (standard dose), tetanus toxoid and Haemophilus influenzae type b (conjugated unspecified) pediatric vaccine",True
VAC['0800'],"Diphtheria-tetanus-pertussis-Hib vaccine, unspecified","Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (acellular standard dose or whole-inactivated) and Haemophilus influenzae type b (conjugated, unspecified) pediatric vaccine",True
VAC['0801'],"HepB-Hib, unspecified",Haemophilus influenzae type b and hepatitis B vaccine,True
VAC['0802'],"Monovalent oral polio vaccine - type unknown, unspecified","Polio vaccine (live attenuated, monovalent), oral",True
VAC['0803'],Polio Sabin One and Three GSK,"Polio vaccine (live attenuated, bivalent) against poliovirus types 1 and 3, oral",False
VAC['0804'],"Anthrax vaccine, unspecified",Anthrax vaccine,True
VAC['0805'],"Whole-cell inactivated cholera vaccine, unspecified",Inactivated whole-cell cholera vaccine for injection,True
VAC['0806'],"Live attenuated cholera vaccine, unspecified",Live attenuated cholera vaccine,True
VAC['0807'],"Cholera-Typhoid inactivated vaccine, unspecified",Inactivated whole-cell cholera vaccine for injection combined with inactivated whole-cell typhoid vaccine,True
VAC['0808'],"Hib-MenCY, unspecified","Haemophilus influenzae type b and meningococcal conjugate vaccine, serogroups C and Y",True
VAC['0809'],"Meningococcal monovalent polysaccharide vaccine, unspecified","Meningococcal monovalent vaccine, conjugate or unconjugated polysaccharide",True
VAC['0810'],"Meningococcal polyvalent polysaccharide vaccine, unspecified",Meningococcal polyvalent unconjugated polysaccharide vaccine,True
VAC['0811'],"Meningococcal B vaccine, unspecified","Meningococcal vaccine, serogroup B, type of vaccine unspecified",True
VAC['0812'],"Inactivated whole plague vaccine, unspecified",Plague (whole-cell inactivated) vaccine,True
VAC['0813'],"Pneumococcal unconjugated polysaccharide vaccine, unspecified","Unconjugated pneumococcal polysaccharide vaccine, serotypes unspecified",True
VAC['0814'],"Pneumococcal conjugate vaccine, serotypes unspecified","Pneumococcal polysaccharide conjugate vaccine, number of serotypes unspecified",True
VAC['0815'],"Pneumo-Hib, unspecified","Haemophilus influenzae type b and pneumococcal conjugate vaccine , unspecified",True
VAC['0816'],PEDATYPH,"Typhoid conjugate vaccine, Vi polysaccharide linked to tetanus toxoid",False
VAC['0817'],"Inactivated Typhoid vaccine, unspecified",Whole-cell inactivated typhoid vaccine,True
VAC['0818'],"Typhoid-Paratyphoid vaccine, unspecified","Typhoid and paratyphoid A and B vaccine, whole-cell inactivated",True
VAC['0819'],"Inactivated Japanese Encephalitis vaccine, unspecified",Whole virion inactivated japanese encephalitis vaccine,True
VAC['0820'],"Inactivated whole influenza vaccine, unspecified",Whole virion inactivated seasonal influenza vaccine,True
VAC['0821'],"Inactivated influenza vaccine, split or subunit, unspecified",Inactivated seasonal influenza vaccine,True
VAC['0822'],"Influenza vaccine, live attenuated, unspecified","Seasonal influenza vaccine, live attenuated",True
VAC['0823'],"VLP influenza vaccine, unspecified",Virus-Like Particle (VLP) seasonal influenza vaccine,True
VAC['0824'],"Hepatitis A virosome vaccine, unspecified","Inactivated hepatitis A vaccine, virosome, pediatric or adult",True
VAC['0825'],"Combined hepatitis A and hepatitis B vaccine, unspecified",Combined hepatitis A and B vaccine,True
VAC['0826'],MEASLES AND RUBELLA VACCINE SII,Live attenuated measles and rubella vaccine,False
VAC['0827'],"MMRV - Measles-Mumps-Rubella-Varicella vaccine, unspecified","Live attenuated measles, mumps, rubella and chickenpox vaccine",True
VAC['0828'],"Rotavirus pentavalent vaccine, unspecified","Live attenuated pentavalent rotavirus vaccine, oral",True
VAC['0829'],"Rubella-Mumps vaccine, unspecified",Live attenuated rubella and mumps vaccine,True
VAC['0830'],"Subunit shingles vaccine, unspecified",Subunit shingles vaccine (currently corresponds to glycoprotein E),True
VAC['0831'],"Ebola vaccine, unspecified",Ebola virus vaccine,True
VAC['0832'],"Herpes Simplex vaccine, unspecified",Inactivated herpes simplex vaccine,True
VAC['0833'],COMIRNATY 10 µg BIONTECH-PFIZER,"Covid 19 mRNA vaccine, 10 micrograms, paediatric dose 5-11 years",False
VAC['0835'],FIOCRUZ COVID-19 VACCINE,"COVID-19 vaccine, non-replicating chimpanzee adenoviral vector ChAdOx1 encoding the SARS-CoV-2 spike protein",False
VAC['0836'],FLUAD TETRA,Quadrivalent inactivated seasonal influenza vaccine with surface antigens,False
VAC['0837'],COVOVAX SII,"COVID-19 vaccine, protein subunit, recombinant spike protein nanoparticles, with adjuvant (Matrix M) - Other name: NOVAVAX NVX-CoV2373 COVID-19 Vaccine",False
